Email,Address,Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
rogerstiffany@wilson-horne.com,"30700 Justin PortsPort David, PA 52171-5921",34.14039343,11.56852664,38.91874854,4.082855279,537.8252823
waltercharles@sanders.net,"291 Stephen Glens Apt. 532Jacquelineton, NJ 53606-5656",32.37798966,11.97175079,37.19936753,2.829699575,408.2169018
john96@chan-anderson.biz,"04290 Barron SquareLaurenmouth, AS 79917-9544",33.17233109,13.07869244,37.32981863,5.405406467,663.0748176
bushsharon@barber.com,"0013 Andre FieldWhitebury, AZ 68447-6306",33.2473222,11.95642648,36.51734612,3.45175071,506.3758668
nicolegay@jennings.com,"50718 Timothy LightGarciaport, SC 60266-6696",33.59891334,13.25273709,37.30596142,2.935577274,528.4193297
rchambers@hotmail.com,"53964 Weaver Brook Suite 861Stevensonshire, NY 18128",33.08529799,13.09353728,38.31564796,4.750360071,632.1235881
gomezalicia@hotmail.com,"506 Allison Cove Apt. 766Weeksstad, AS 71308",32.27844335,12.52747174,36.68836654,3.531402303,488.270298
potterkenneth@strickland.com,"2559 Harris Pines Apt. 514Michaelshire, ME 21753-8834",33.44155304,11.23596895,37.05261631,3.90447938,508.735741
charlesjackson@brady-fuller.net,"3802 Veronica CausewayEast Patrickfurt, DC 84522",32.86530121,12.07483017,35.56917032,2.39907979,411.1869636
jacquelinewest@pace-herrera.com,"592 Villanueva VillageWoodsstad, AK 20530",31.5261979,12.04533198,38.50588333,2.847709026,409.0945262
stevenjohnson@yahoo.com,"PSC 4427, Box 6116APO AP 87584-5187",33.00084964,11.23074331,36.99529017,3.781703565,467.8009244
johnsonchelsea@gmail.com,"19270 Velasquez CovesBoylechester, AZ 51480",32.08838063,11.9078441,35.18912244,4.349778419,512.1658664
jenniferjenkins@jones.com,USNS JacobsFPO AE 71507-1312,33.26544447,13.05221039,38.7756653,4.574287716,608.2718166
ebutler@rogers-gonzalez.com,"001 Estrada UnionLewismouth, TN 47360",32.9925732,13.00436201,36.98504142,4.620416385,589.0264898
ellenlucas@cox.org,"86268 Davis CornerNorth Danielview, CT 59551-9382",33.86318871,11.52352268,35.93804523,3.0130325,444.0538266
elizabethnunez@vasquez-nelson.net,"209 Andrew ViaductPort Anna, OR 01627-8037",32.59209323,10.31471792,36.7290294,4.791108745,493.1812614
ramirezjacob@turner.com,"19704 Kaitlin FlatWest Andrewtown, VI 38642",32.38103459,12.43312853,37.6269068,4.334001444,532.7248055
brian51@cook.info,"0508 Terrance CliffRebekahtown, NC 48724-8308",31.5171218,10.74518855,38.79123469,1.428823877,275.9184207
victoriajohnson@gmail.com,"2082 Christopher Place Apt. 081Cynthiahaven, HI 99393-8910",33.45430193,11.01675564,37.63731096,4.137000388,511.0387861
lawrencewalton@hotmail.com,"584 Patterson FallsWest Alicia, DE 45751",32.21552742,12.21685469,36.9539597,2.910530822,438.417742
ashleymoreno@gmail.com,"11430 Meza Green Suite 037Martinezborough, FL 40624-8726",31.6739155,12.32914702,37.07437107,3.982462319,475.7250679
wesleyvance@moore.com,"210 Johnson Street Suite 717New Bethanyborough, MO 84817",33.71755461,10.80696607,36.01231723,3.701229217,483.5431939
edwardbrown@yahoo.com,"2971 Angela IslandLake Timothychester, NE 48734-6685",33.21547157,12.1351014,37.14209369,5.840505876,663.8036933
youngellen@hotmail.com,"994 Joel Highway Suite 216New Jessicafort, UT 14179",31.57413802,12.94155573,36.72527683,4.560396067,544.4092722
robin80@yahoo.com,"928 Bailey RoadEast Mary, DE 11678-5634",33.89457039,13.30029936,36.39368386,4.490002066,630.1567282
dana59@hotmail.com,"31927 Jill MountainSouth Jessica, MN 63418",33.12869269,10.39845771,36.683393,3.859817999,461.1122484
bwilliams@hotmail.com,"1549 Walker Passage Apt. 463West Calvin, AZ 03144",34.37032705,11.88780042,37.86144726,3.046620189,491.9115051
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178North Patrick, MD 60768-4837",34.08026009,11.5914397,36.45689841,4.652854446,574.4156896
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029New Brianville, FL 84430-8588",31.42522688,13.27147504,37.23984661,4.02210291,530.7667187
randall85@williams.com,"5086 Morales Islands Apt. 099New Patricia, IL 78823",33.62530726,12.9882206,39.67259096,3.969417759,581.7987977
kevin45@mathews.net,"02393 Baker FallsNew Georgeport, ND 36338-5110",31.86274111,14.03986726,37.02226899,3.738225173,556.2981412
deborah48@white.com,"1693 Gary Mission Suite 479Lake Kelly, MO 68205",33.29258731,11.90650776,38.42286529,3.3766875,502.1327892
hoganrichard@george.com,"4929 Michelle GroveLake Alexis, MT 92147-1660",33.74922777,11.1371403,38.40137369,4.595522709,556.1863689
kelly24@lewis.info,"983 Ross GlenWest Jessica, NJ 42860-5757",34.14496899,12.90266489,36.61119878,2.223993458,475.0716299
katherinegray@yahoo.com,"685 Sexton Ranch Suite 125Lake Robertshire, NE 04469-3024",31.12397435,12.38651626,35.63211222,4.288486771,486.9470538
efoster@williamson-boyd.org,"4968 Bennett ManorsRogerschester, IL 81579-8333",34.27824788,11.82272175,36.30854529,2.117382542,434.144202
jordandavid@gmail.com,"61502 Parker Vista Apt. 363Jonesshire, GU 33532",33.66661568,10.98576379,36.35250277,0.936497597,304.1355916
sanchezamber@scott-patterson.com,"257 Hunt ManorsSouth Charlottefort, CT 15033",32.25997327,14.13289346,37.02347924,3.762070443,571.2160048
tinayoung@hotmail.com,"83995 Owens Course Apt. 747South Jennifer, NJ 29942",35.4331653,11.91221048,36.08964366,4.000963586,583.0796357
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657Walterview, KY 83019",31.96732095,11.48158715,39.24096484,3.532517165,445.7498412
rileyalejandro@gmail.com,Unit 1475 Box 4215DPO AE 39546-5591,32.14906052,10.04731474,37.18144731,3.535088428,392.9922559
oliviamarshall@sawyer-sellers.com,Unit 5934 Box 9748DPO AA 37361-3043,33.91884418,12.42873693,37.30536188,4.158214653,565.9943634
hortonrobert@hotmail.com,"31309 Stacey Keys Apt. 979South Jason, KS 35357",33.20061634,11.96598027,36.83153585,3.549036057,499.1401524
montgomerycheyenne@hotmail.com,"1812 Sandra Shoal Apt. 350Amandamouth, SC 87794-1628",32.5367749,11.12136606,36.97937237,4.129254688,510.5394217
martinkristi@sanchez-coleman.com,"PSC 1893, Box 7023APO AA 73445",34.0836633,8.668349517,35.90675637,2.252445963,308.5277466
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366North Migueltown, TX 09795-0494",33.02502014,12.50421981,37.64583879,4.051382465,561.516532
webertom@phelps.com,"189 Crawford Hill Apt. 746New Madison, WV 14108-4333",31.26810421,12.13250911,35.45679815,3.072076141,423.4705332
aschmidt@johnson.biz,Unit 1743 Box 8085DPO AE 47693-8164,32.21292383,11.73299146,35.63395395,4.331863027,513.1531119
lisadelgado@gmail.com,"57993 Jennifer Unions Suite 685Emilyville, OK 53366-2375",33.4995061,11.94659088,36.48632507,3.937862643,529.1945189
sharongraves@yahoo.com,"73098 Ronald PortCliffordborough, MO 37479-9244",32.90485367,12.55610762,37.80550943,0.26990109,314.4385183
flevine@gmail.com,"5292 Melanie Crescent Apt. 064Fischerborough, NV 85721-5045",32.20465465,12.48070152,37.68028761,3.27946626,478.584286
rskinner@johnson-jefferson.com,"24725 Neal LockCynthiaville, NY 51578",32.67515451,12.59419407,37.68387537,2.571777835,444.582165
kiarakim@harris.org,"1502 Gonzalez ThroughwayKathrynchester, FM 86014-7194",32.99838766,10.94684194,37.64780806,3.826030618,475.0154071
rachelrodriguez@lara-waters.com,"35466 Tommy StreamPort Daniellemouth, KS 68863-6330",33.94311858,11.48419869,36.83936583,2.402453833,436.7205559
dbrown@gmail.com,"76666 Kathy LocksPort Susan, ME 64335",33.55210836,11.12087087,36.80837606,4.027813842,521.1953105
mary45@gmail.com,"33213 Tanner Knolls Apt. 519Whiteborough, OR 37119-7790",33.67683087,10.97139243,37.72236711,3.629339915,478.1830597
marcusleach@floyd.org,Unit 3998 Box 4348DPO AA 37629,32.64194637,11.58894858,36.32214092,3.189609942,432.4811686
lmunoz@yahoo.com,"2100 Austin Camp Apt. 943Anthonymouth, WV 24243-3781",33.42121218,10.70664152,35.7661535,3.393975043,438.3037078
dvasquez@wiley.com,"967 Chloe Springs Suite 554Lake Ashley, GA 03230",32.76707608,11.07625934,34.7797505,2.57494847,388.9405488
dylanmartin@hotmail.com,"42644 Helen Keys Apt. 103Jessicahaven, KS 89406-1960",33.11995443,12.95326254,37.03427958,3.47202138,534.7714849
xkaufman@gmail.com,"02342 Melissa IslandsSmithhaven, KS 68335",35.37187609,10.5724666,36.86218335,4.198349061,537.9157529
jasonhensley@yahoo.com,"97262 Brian SkywayLake Marissa, GU 96859",33.97608258,11.65803681,37.42527868,2.086348147,407.8763782
gstrong@hotmail.com,"7875 Landry Road Apt. 947Brownshire, NC 10074-7735",34.03416353,13.59251266,36.83865679,3.605933918,618.8459704
arnoldsamuel@wilson.com,"949 Tapia ViaductMartinezfurt, CT 79271-8205",32.77049216,11.37176736,35.26149812,4.03438613,502.7710746
scottrose@yahoo.com,"50639 Sarah Isle Apt. 268Yangmouth, MO 05540",33.50381038,11.23341495,37.21115258,2.32055025,397.4205841
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417Prestonville, NY 37002",31.87455169,10.29035077,36.92976156,3.491093337,392.2852442
susanibarra@yahoo.com,"426 Scott Radial Apt. 065Abigailstad, MS 16590-2222",32.53323998,14.12178384,38.40632901,5.320093864,689.2356998
nhenry@hotmail.com,"3874 Harper PlazaNorth Nancy, ME 96802-9462",34.85131417,12.41554196,37.67232248,3.130538462,543.1326263
millerrachel@gallagher-nichols.com,Unit 4742 Box 9517DPO AE 67219-3123,34.21146128,10.77024892,34.64980005,4.985204971,577.7360249
garciakevin@gmail.com,"845 Colleen WaysLake Matthewview, VT 65340-3159",33.45961932,12.66439052,36.36684325,1.726962043,436.5807403
philliproberson@yahoo.com,Unit 0373 Box 8981DPO AA 89902,34.20053941,12.66780888,37.48704925,3.701622287,553.9946736
kstafford@estes-nguyen.com,"PSC 4856, Box 1297APO AA 17032-7944",31.1695068,13.97018107,36.67395274,1.785173945,427.3565308
kennethperry@bowen.org,"272 Frederick LodgeEast Andrew, FL 07414",32.51819681,11.50925345,36.59928909,3.02267576,424.7287739
prussell@lopez.com,"9985 Wolf PassBrandimouth, CA 63346",34.52301962,11.40577045,36.37827101,4.041244969,541.049831
mosleyjacob@yahoo.com,"PSC 1790, Box 8872APO AE 01821-4769",33.66599032,12.26371768,38.86023443,3.139526935,469.3831462
rhaas@yahoo.com,"4502 Jennifer Prairie Suite 029Lake Jesse, LA 02328-3633",31.60983957,12.7107013,36.16646339,2.562818811,444.5455497
antonioharris@hotmail.com,"4307 Nicholas Drive Apt. 259Ramirezberg, AS 59832",33.70088554,13.47157767,37.0716432,2.379076497,492.5568337
austinthomas@gmail.com,"5855 Gross Burgs Suite 169Ballland, AS 98525",33.81173341,11.18680872,36.29889308,4.301996499,535.3216101
bethsullivan@reed.net,"80500 Mary Corners Apt. 225Wallsville, ME 80526",34.33667722,11.24681261,38.68258378,2.094761669,408.9583359
ncummings@yahoo.com,"344 Jessica StravenueNew Brian, MA 04730-6761",31.06132516,12.35763811,36.16604163,4.089330841,487.5554581
hking@hotmail.com,"85181 Christian Courts Suite 758Larryfurt, MS 38722-6766",33.0697683,11.76432596,36.87502581,3.516051017,487.6462317
annstone@hotmail.com,"543 Reynolds BurgMelindaberg, KY 46631",34.60624245,11.7618838,38.1265198,1.820810618,402.1671222
christopher44@hotmail.com,"549 Anna AvenuePort Laura, CA 76209-9339",34.23824191,11.55030011,35.76932963,4.183143662,551.0230017
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572South Jeremy, KS 52867-7617",32.04781463,12.48266992,35.53602453,3.393902788,497.3895578
dhudson@ramos.net,"5661 Grant CentersStevensfurt, CT 53959",30.97167564,11.73136429,36.07455114,4.426364081,494.6386098
egomez@hotmail.com,"768 Riley Pine Apt. 624Kellymouth, OK 98992-3108",33.60685082,12.21407375,37.19842782,2.905238361,479.2474168
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638North Ashleyside, AZ 34687-6128",33.44812501,11.90375668,36.8745436,2.782757828,462.6565189
mooremichelle@logan.com,"07813 Randy PointLake Thomasberg, MO 06013-9920",33.36938094,12.22248394,36.35523488,3.447017793,515.5024797
aaron22@gmail.com,"38678 Sean Drive Suite 293Karentown, IA 78306-2717",33.45229528,12.00591637,36.53409567,4.712233579,576.4776072
michelleshepherd@price.com,"6820 Erica Vista Apt. 418Brightside, IA 50639",32.90469244,11.91374515,36.0586476,1.228112423,357.8579836
zscott@wright.com,"9909 Hoffman Ranch Suite 195Scotthaven, SC 53575",35.63085386,12.12540197,38.18776368,4.019051427,597.7398789
tracy79@wheeler.net,"513 Moore Crescent Apt. 416Amandaberg, GU 03655-2219",32.24635,11.30555143,37.13312676,1.707389729,327.3779526
brian28@sanchez.org,"7446 Mary FerryLake Sherryfurt, GA 49066-0207",34.69559119,11.60899707,37.68487728,3.163091931,510.4013885
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474East Jasonview, MN 83788",34.34392191,11.6930582,36.81293413,3.447092896,510.5014785
davidsonkathleen@gmail.com,"70128 Zimmerman OverpassRobertsshire, VA 59860",33.68093695,11.20156988,37.83544773,2.208813678,403.8195198
nathan84@lowery.net,"01242 Stephanie Ways Suite 003Churchville, MO 35617",32.0609144,12.62543264,35.53914243,5.41235784,627.6033187
kellydeborah@chan.biz,"354 Sanchez Wall Suite 884Juliabury, VI 39735",33.4310971,13.35063168,37.96597162,2.768851943,510.6617922
lewisjessica@craig-evans.com,"4483 Jones Motorway Suite 872Lake Jamiefurt, UT 75292",33.23765998,13.56615961,36.4179848,3.746572973,573.8474377
katrina56@gmail.com,"172 Owen Divide Suite 497West Richard, CA 19320",34.70252897,11.69573629,37.19026771,3.576525915,529.0490041
dale88@hotmail.com,"0787 Andrews Ranch Apt. 633South Chadburgh, TN 56128",32.64677668,11.49940906,38.33257633,4.958264473,551.6201455
cwilson@hotmail.com,"680 Jennifer Lodge Apt. 808Brendachester, TX 05000-5873",33.32250105,12.39142299,36.84008573,2.336484668,456.4695101
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898East Drewborough, OR 55919-9528",33.71598092,12.41880832,35.77101619,2.735159567,497.7786422
